"page_url","page_path","clicks","impressions","in_legacy_inventory","legacy_candidate_count","legacy_example","priority","reason","target_url","recommended_action"
"https://dave-blake.com/gosee/img/ellag","/gosee/img/ellag","12","78","0","0","","P1","not_in_inventory","https://www.dave-blake.com/gosee/img/ellag","recover_or_map_redirect"
"https://dave-blake.com/packages/model-portfolio-photographer","/packages/model-portfolio-photographer","10","1160","0","0","","P1","not_in_inventory","https://www.dave-blake.com/packages/model-portfolio-photographer","recover_or_map_redirect"
"https://dave-blake.com/gosees","/gosees","9","415","0","0","","P2","not_in_inventory","https://www.dave-blake.com/gosees","recover_or_map_redirect"
"https://dave-blake.com/byron-bay-photography-equipment-rental","/byron-bay-photography-equipment-rental","8","261","0","0","","P2","not_in_inventory","https://www.dave-blake.com/byron-bay-photography-equipment-rental","recover_or_map_redirect"
"https://dave-blake.com/photography-workshops/course-building-your-fashion-beauty-portfolio-with-agency-models-online-byron-bay","/photography-workshops/course-building-your-fashion-beauty-portfolio-with-agency-models-online-byron-bay","6","228","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photography-workshops/course-building-your-fashion-beauty-portfolio-with-agency-models-online-byron-bay","recover_or_map_redirect"
"https://dave-blake.com/fashion-week-1/tag/Annabella+Barber","/fashion-week-1/tag/Annabella+Barber","2","35","0","0","","P2","not_in_inventory","https://www.dave-blake.com/fashion-week-1/tag/Annabella+Barber","recover_or_map_redirect"
"https://dave-blake.com/photography/commercial","/photography/commercial","2","76","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photography/commercial","recover_or_map_redirect"
"https://dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/per-hour","/buy/gift-card/photographer-mentoring-training-workshops/per-hour","1","39","0","0","","P2","not_in_inventory","https://www.dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/per-hour","recover_or_map_redirect"
"https://dave-blake.com/fashion-week-1/tag/Jordan+Barrett","/fashion-week-1/tag/Jordan+Barrett","1","791","0","0","","P2","not_in_inventory","https://www.dave-blake.com/fashion-week-1/tag/Jordan+Barrett","recover_or_map_redirect"
"https://dave-blake.com/gift-cards/model-portfolio-gift-card-brisbane-byron-bay","/gift-cards/model-portfolio-gift-card-brisbane-byron-bay","1","40","0","0","","P2","not_in_inventory","https://www.dave-blake.com/gift-cards/model-portfolio-gift-card-brisbane-byron-bay","recover_or_map_redirect"
"https://dave-blake.com/headshots","/headshots","1","168","0","0","","P2","not_in_inventory","https://www.dave-blake.com/headshots","recover_or_map_redirect"
"https://dave-blake.com/photographer-in/byron-bay-for-model-portfolio-may-2020","/photographer-in/byron-bay-for-model-portfolio-may-2020","1","179","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photographer-in/byron-bay-for-model-portfolio-may-2020","recover_or_map_redirect"
"https://dave-blake.com/photographer-in/miami-beach-for-swim-show-swim-week-2019","/photographer-in/miami-beach-for-swim-show-swim-week-2019","1","37","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photographer-in/miami-beach-for-swim-show-swim-week-2019","recover_or_map_redirect"
"https://dave-blake.com/photography-workshops","/photography-workshops","1","29","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photography-workshops","recover_or_map_redirect"
"https://dave-blake.com/photography/fashion-week","/photography/fashion-week","1","73","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photography/fashion-week","recover_or_map_redirect"
"https://dave-blake.com/photography/model-portfolios","/photography/model-portfolios","1","685","0","0","","P2","not_in_inventory","https://www.dave-blake.com/photography/model-portfolios","recover_or_map_redirect"
"https://dave-blake.com/workshops/2021/07/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","/workshops/2021/07/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","1","85","0","0","","P2","not_in_inventory","https://www.dave-blake.com/workshops/2021/07/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","recover_or_map_redirect"
"https://dave-blake.com/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","1","173","0","0","","P2","not_in_inventory","https://www.dave-blake.com/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","recover_or_map_redirect"
"https://dave-blake.com/blog/how-to-get-signed","/blog/how-to-get-signed","0","1","0","0","","P3","not_in_inventory","https://www.dave-blake.com/blog/how-to-get-signed","recover_or_map_redirect"
"https://dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/8-hour-mentor-package","/buy/gift-card/photographer-mentoring-training-workshops/8-hour-mentor-package","0","91","0","0","","P3","not_in_inventory","https://www.dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/8-hour-mentor-package","recover_or_map_redirect"
"https://dave-blake.com/faces-of-fashion-week/aafw/2022","/faces-of-fashion-week/aafw/2022","0","3","0","0","","P3","not_in_inventory","https://www.dave-blake.com/faces-of-fashion-week/aafw/2022","recover_or_map_redirect"
"https://dave-blake.com/faces-of-fashion-week/nyfw/2019","/faces-of-fashion-week/nyfw/2019","0","17","0","0","","P3","not_in_inventory","https://www.dave-blake.com/faces-of-fashion-week/nyfw/2019","recover_or_map_redirect"
