"legacy_url","target_url","status_code","priority","reason","confidence","last90_clicks","backlink_flag","notes"
"https://dave-blake.com/photography/model-portfolios","https://www.dave-blake.com/services/model-portfolios/brisbane","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://dave-blake.com/photography/model-portfolios.html","https://www.dave-blake.com/services/model-portfolios/brisbane","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://dave-blake.com/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://dave-blake.com/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay.html","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/fashion-week-1/tag/Jordan+Barrett","https://www.dave-blake.com/portfolio/fashion","301","P1","portfolio_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/fashion-week-1/tag/Jordan+Barrett.html","https://www.dave-blake.com/portfolio/fashion","301","P1","portfolio_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/headshots","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/headshots.html","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/photographer-in/byron-bay-for-model-portfolio-may-2020","https://www.dave-blake.com/services/model-portfolios/byron-bay","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/photographer-in/byron-bay-for-model-portfolio-may-2020.html","https://www.dave-blake.com/services/model-portfolios/byron-bay","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/photography/model-portfolios","https://www.dave-blake.com/services/model-portfolios/brisbane","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/photography/model-portfolios.html","https://www.dave-blake.com/services/model-portfolios/brisbane","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay.html","https://www.dave-blake.com/services","301","P1","service_page_consolidation","medium","1","0","gsc-high-value-lock-2026-02-17"
"https://dave-blake.com/story/2018/8/8/kane-anderson","https://www.dave-blake.com/articles","301","P1","consolidate_legacy_stories","medium","0","0","gsc-high-value-lock-2026-02-17"
"https://dave-blake.com/story/2018/8/8/kane-anderson.html","https://www.dave-blake.com/articles","301","P1","consolidate_legacy_stories","medium","0","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/story/2018/8/8/kane-anderson","https://www.dave-blake.com/articles","301","P1","consolidate_legacy_stories","medium","0","0","gsc-high-value-lock-2026-02-17"
"https://daveblake.com.au/story/2018/8/8/kane-anderson.html","https://www.dave-blake.com/articles","301","P1","consolidate_legacy_stories","medium","0","0","gsc-high-value-lock-2026-02-17"
