old_file	new_file	kept_as_master
1705690802052-ZS78PHXZNXR4DSB4PQBS--DaveBlake-JasmineDwyer_91.jpg	-2--170569080205.jpg	no
1707872539871-GOZ99GHTWAK8Q3NL5VE4--DaveBlake_BeautyStory-RosesAndRevelations-001_159-format-1500w.jpg	-2--170787253987.jpg	yes
1707872539871-GOZ99GHTWAK8Q3NL5VE4--DaveBlake_BeautyStory-RosesAndRevelations-001_159-format-750w.jpg	-2--170787253987.jpg	no
1707872539871-GOZ99GHTWAK8Q3NL5VE4--DaveBlake_BeautyStory-RosesAndRevelations-001_159.jpg	-2--170787253987.jpg	no
1708270832256-0DID4OYPXLZJ1HA50RR3--DaveBlake_CoachFW24-Street_20-format-1500w.jpg	-2--170827083225.jpg	yes
1708270832256-0DID4OYPXLZJ1HA50RR3--DaveBlake_CoachFW24-Street_20-format-750w.jpg	-2--170827083225.jpg	no
1708270832256-0DID4OYPXLZJ1HA50RR3--DaveBlake_CoachFW24-Street_20.jpg	-2--170827083225.jpg	no
1711561364904-VMNMQSHX0E9SS6B4F8Z9--DaveBlake-MelanieAydee-gosee_039_1-format-1500w.jpg	-2--171156136490.jpg	no
1711561364904-VMNMQSHX0E9SS6B4F8Z9--DaveBlake-MelanieAydee-gosee_039_1-format-750w.jpg	-2--171156136490.jpg	no
1711561364904-VMNMQSHX0E9SS6B4F8Z9--DaveBlake-MelanieAydee-gosee_039_1.jpg	-2--171156136490.jpg	yes
1711564670858-LSZEPUZP0V9SY0J14KL4--DaveBlake-MelanieAydee-gosee_215_1-format-1500w.jpg	-2--171156467085.jpg	no
1711564670858-LSZEPUZP0V9SY0J14KL4--DaveBlake-MelanieAydee-gosee_215_1-format-750w.jpg	-2--171156467085.jpg	no
1711564670858-LSZEPUZP0V9SY0J14KL4--DaveBlake-MelanieAydee-gosee_215_1.jpg	-2--171156467085.jpg	yes
1741586027972-TXFENMPN94442E8I42ZC--DaveBlake_isabelle-marcovich-beach-shoot-byron-bay_660-format-2500w.jpg	-2--174158602797.jpg	no
1741586027972-TXFENMPN94442E8I42ZC--DaveBlake_isabelle-marcovich-beach-shoot-byron-bay_660-format-750w.jpg	-2--174158602797.jpg	no
1741586027972-TXFENMPN94442E8I42ZC--DaveBlake_isabelle-marcovich-beach-shoot-byron-bay_660.jpg	-2--174158602797.jpg	yes
e63ceb88-8a07-4811-a50b-d131f9388870--dave-blake-02-copper-format-750w.png	-2--e63ceb88-8a0.jpg	no
e63ceb88-8a07-4811-a50b-d131f9388870--dave-blake-02-copper__format-750w.png	-2--e63ceb88-8a0.jpg	yes
